,subclass,weight.division,weight.subclass,matching,reference.mean.price,reference.weighted.mean.price,reference.weighted.mean.price.division,reference.weighted.mean.price.total,subclass_average,weighted.mean.price,weighted.mean.price.division,weighted.mean.price.total,weight.matched,weight.matched.division,weight.matched.total,datetime.calculated,CPI_total,CPI_division,weighted_CPI_division,CPI_general,CPI_total_inflation,CPI_general_inflation,division
770,other solid fuels,0.0828,0.0016,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
771,household furniture,0.0644,0.0088,1,124.98,1.0998,4.1529,718.6435,124.98,1.0998,4.1532,718.6722,0.0088,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
772,garden furniture,0.0644,0.0008,1,19.245,0.0154,4.1529,718.6435,19.245,0.0154,4.1532,718.6722,0.0008,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
773,lighting equipment,0.0644,0.0007,1,9.8233,0.0069,4.1529,718.6435,9.8233,0.0069,4.1532,718.6722,0.0007,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
774,other furniture and furnishings,0.0644,0.0012,1,44.7417,0.0537,4.1529,718.6435,44.7417,0.0537,4.1532,718.6722,0.0012,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
775,carpets and rugs,0.0644,0.0004,1,4.8233,0.0019,4.1529,718.6435,4.8233,0.0019,4.1532,718.6722,0.0004,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
776,furnishing fabrics and curtains,0.0644,0.0012,1,62.0,0.0744,4.1529,718.6435,62.0,0.0744,4.1532,718.6722,0.0012,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
777,bed linen,0.0644,0.0008,1,129.0,0.1032,4.1529,718.6435,129.0,0.1032,4.1532,718.6722,0.0008,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
778,table linen and bathroom linen,0.0644,0.0003,1,25.5,0.0076,4.1529,718.6435,25.5,0.0076,4.1532,718.6722,0.0003,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
779,"refrigerators, freezers and fridge-freezers",0.0644,0.0016,1,395.6667,0.6331,4.1529,718.6435,395.6667,0.6331,4.1532,718.6722,0.0016,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
780,"clothes washing machines, clothes drying machines and dish washing machines",0.0644,0.002,1,309.0,0.618,4.1529,718.6435,309.0,0.618,4.1532,718.6722,0.002,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
781,cookers,0.0644,0.0012,1,68.475,0.0822,4.1529,718.6435,68.475,0.0822,4.1532,718.6722,0.0012,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
782,"heaters, air conditioners",0.0644,0.0025,1,399.0,0.9975,4.1529,718.6435,399.0,0.9975,4.1532,718.6722,0.0025,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
783,cleaning equipment,0.0644,0.0002,1,8.3836,0.0017,4.1529,718.6435,8.3836,0.0017,4.1532,718.6722,0.0002,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
784,food processing appliances,0.0644,0.0003,1,89.0,0.0267,4.1529,718.6435,89.0,0.0267,4.1532,718.6722,0.0003,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
785,"coffee machines, tea makers and similar appliances",0.0644,0.0002,1,21.7,0.0043,4.1529,718.6435,21.7,0.0043,4.1532,718.6722,0.0002,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
786,irons,0.0644,0.0003,1,24.95,0.0075,4.1529,718.6435,24.95,0.0075,4.1532,718.6722,0.0003,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
787,toasters and grills,0.0644,0.0003,1,37.45,0.0112,4.1529,718.6435,37.45,0.0112,4.1532,718.6722,0.0003,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
788,other small electric household appliances,0.0644,0.0,1,36.95,0.0,4.1529,718.6435,36.95,0.0,4.1532,718.6722,0.0,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
789,repair of household appliances,0.0644,0.0005,1,13.3233,0.0067,4.1529,718.6435,13.3233,0.0067,4.1532,718.6722,0.0005,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
790,"glassware, crystal-ware, ceramic ware and chinaware",0.0644,0.0016,1,0.79,0.0013,4.1529,718.6435,0.79,0.0013,4.1532,718.6722,0.0016,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
791,"cutlery, flatware and silverware",0.0644,0.0004,1,8.574,0.0034,4.1529,718.6435,8.574,0.0034,4.1532,718.6722,0.0004,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
792,non-electric kitchen utensils and articles,0.0644,0.0023,1,19.306,0.0444,4.1529,718.6435,19.306,0.0444,4.1532,718.6722,0.0023,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
793,motorized major tools and equipment,0.0644,0.0017,1,109.9,0.1868,4.1529,718.6435,109.9,0.1868,4.1532,718.6722,0.0017,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
794,non-motorized small tools,0.0644,0.0005,1,17.9,0.009,4.1529,718.6435,17.9,0.009,4.1532,718.6722,0.0005,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
795,miscellaneous small tool accessories,0.0644,0.0013,1,59.99,0.078,4.1529,718.6435,59.99,0.078,4.1532,718.6722,0.0013,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
796,cleaning and maintenance products,0.0644,0.0127,1,6.1597,0.0782,4.1529,718.6435,6.1839,0.0785,4.1532,718.6722,0.0127,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
797,other non-durable small household articles,0.0644,0.0061,0,,,4.1529,718.6435,,,4.1532,718.6722,0.0,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
798,domestic services by paid staff,0.0644,0.0145,0,,,4.1529,718.6435,,,4.1532,718.6722,0.0,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
799,cleaning services,0.0644,0.0,0,,,4.1529,718.6435,,,4.1532,718.6722,0.0,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
800,other domestic services and household services,0.0644,0.0,0,,,4.1529,718.6435,,,4.1532,718.6722,0.0,0.0438,0.7601,2023-08-09 06:54:55.586973,100.004,100.0072,4.3803,76.064,0.0036,-0.0176,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
801,pharmaceutical products,0.0637,0.0202,1,4.64,0.0937,0.1664,718.6435,4.64,0.0937,0.1664,718.6722,0.0202,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
802,pregnancy tests and mechanical contraceptive devices,0.0637,0.0004,1,14.91,0.006,0.1664,718.6435,14.91,0.006,0.1664,718.6722,0.0004,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
803,other medical products n.e.c.,0.0637,0.0005,1,65.0,0.0325,0.1664,718.6435,65.0,0.0325,0.1664,718.6722,0.0005,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
804,corrective eye-glasses and contact lenses,0.0637,0.001,0,,,0.1664,718.6435,,,0.1664,718.6722,0.0,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
805,repair of therapeutic appliances and equipment,0.0637,0.0006,0,,,0.1664,718.6435,,,0.1664,718.6722,0.0,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
806,other therapeutic appliances and equipment,0.0637,0.0003,1,114.12,0.0342,0.1664,718.6435,114.12,0.0342,0.1664,718.6722,0.0003,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
807,general practice,0.0637,0.0,0,,,0.1664,718.6435,,,0.1664,718.6722,0.0,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
808,specialist practice,0.0637,0.0122,0,,,0.1664,718.6435,,,0.1664,718.6722,0.0,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
809,dental services,0.0637,0.0059,0,,,0.1664,718.6435,,,0.1664,718.6722,0.0,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
810,"services of medical analysis laboratories and x-ray 



centres",0.0637,0.0079,0,,,0.1664,718.6435,,,0.1664,718.6722,0.0,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
811,other paramedical services,0.0637,0.0054,0,,,0.1664,718.6435,,,0.1664,718.6722,0.0,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
812,hospital services,0.0637,0.0093,0,,,0.1664,718.6435,,,0.1664,718.6722,0.0,0.0214,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.14,76.064,0.0036,-0.0176,HEALTH
813,new motor cars,0.1417,0.0188,1,20650.0,388.22,395.4777,718.6435,20650.0,388.22,395.4798,718.6722,0.0188,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
814,second-hand motor cars,0.1417,0.0138,0,,,395.4777,718.6435,,,395.4798,718.6722,0.0,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
815,motor cycles,0.1417,0.0011,1,6100.0,6.71,395.4777,718.6435,6100.0,6.71,395.4798,718.6722,0.0011,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
816,bicycles,0.1417,0.0003,1,570.0,0.171,395.4777,718.6435,570.0,0.171,395.4798,718.6722,0.0003,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
817,tyres,0.1417,0.0015,1,52.55,0.0788,395.4777,718.6435,52.55,0.0788,395.4798,718.6722,0.0015,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
818,spare parts for personal transport equipment,0.1417,0.0011,1,12.4833,0.0137,395.4777,718.6435,12.4833,0.0137,395.4798,718.6722,0.0011,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
819,accessories for personal transport equipment,0.1417,0.0,0,,,395.4777,718.6435,,,395.4798,718.6722,0.0,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
820,diesel,0.1417,0.0143,1,1.531,0.0219,395.4777,718.6435,1.566,0.0224,395.4798,718.6722,0.0143,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
821,petrol,0.1417,0.0607,1,1.502,0.0912,395.4777,718.6435,1.529,0.0928,395.4798,718.6722,0.0607,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
822,lubricants,0.1417,0.0004,1,10.425,0.0042,395.4777,718.6435,10.425,0.0042,395.4798,718.6722,0.0004,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
823,maintenance and repair of personal transport equipment,0.1417,0.0184,1,9.07,0.1669,395.4777,718.6435,9.07,0.1669,395.4798,718.6722,0.0184,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
824,"hire of garages, parking spaces and personal transport equipment",0.1417,0.0005,0,,,395.4777,718.6435,,,395.4798,718.6722,0.0,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
825,toll facilities and parking meters,0.1417,0.0003,0,,,395.4777,718.6435,,,395.4798,718.6722,0.0,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
826,"driving lessons, tests, licences and road worthiness tests",0.1417,0.009,0,,,395.4777,718.6435,,,395.4798,718.6722,0.0,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
827,passenger transport by bus and coach,0.1417,0.0008,0,,,395.4777,718.6435,,,395.4798,718.6722,0.0,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
828,passenger transport by taxi and hired car with driver,0.1417,0.0007,0,,,395.4777,718.6435,,,395.4798,718.6722,0.0,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
829,international flights,0.1417,0.0,0,,,395.4777,718.6435,,,395.4798,718.6722,0.0,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
830,removal and storage services,0.1417,0.0,0,,,395.4777,718.6435,,,395.4798,718.6722,0.0,0.1166,0.7601,2023-08-09 06:54:55.586973,100.004,100.0005,11.6601,76.064,0.0036,-0.0176,TRANSPORT
831,letter handling services,0.0439,0.0006,1,1.05,0.0006,0.334,718.6435,1.05,0.0006,0.334,718.6722,0.0006,0.0439,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,4.39,76.064,0.0036,-0.0176,COMMUNICATION
832,other postal services,0.0439,0.0005,1,12.5167,0.0063,0.334,718.6435,12.5167,0.0063,0.334,718.6722,0.0005,0.0439,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,4.39,76.064,0.0036,-0.0176,COMMUNICATION
833,mobile telephone equipment,0.0439,0.0023,1,46.3,0.1065,0.334,718.6435,46.3,0.1065,0.334,718.6722,0.0023,0.0439,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,4.39,76.064,0.0036,-0.0176,COMMUNICATION
834,wired telephone services,0.0439,0.0033,1,0.031,0.0001,0.334,718.6435,0.031,0.0001,0.334,718.6722,0.0033,0.0439,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,4.39,76.064,0.0036,-0.0176,COMMUNICATION
835,wireless telephone services,0.0439,0.0276,1,0.041,0.0011,0.334,718.6435,0.041,0.0011,0.334,718.6722,0.0276,0.0439,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,4.39,76.064,0.0036,-0.0176,COMMUNICATION
836,internet access provision services,0.0439,0.0031,1,26.7462,0.0829,0.334,718.6435,26.7462,0.0829,0.334,718.6722,0.0031,0.0439,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,4.39,76.064,0.0036,-0.0176,COMMUNICATION
837,bundled telecommunication services,0.0439,0.0065,1,20.994,0.1365,0.334,718.6435,20.994,0.1365,0.334,718.6722,0.0065,0.0439,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,4.39,76.064,0.0036,-0.0176,COMMUNICATION
838,"equipment for the reception, recording and reproduction of sound",0.0575,0.0002,1,22.45,0.0045,1.0259,718.6435,22.45,0.0045,1.0259,718.6722,0.0002,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
839,"equipment for the reception, recording and reproduction of sound and vision",0.0575,0.0032,1,39.95,0.1278,1.0259,718.6435,39.95,0.1278,1.0259,718.6722,0.0032,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
840,portable sound and vision devices,0.0575,0.0,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
841,cameras,0.0575,0.0002,1,95.0,0.019,1.0259,718.6435,95.0,0.019,1.0259,718.6722,0.0002,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
842,personal computers,0.0575,0.0028,1,269.0,0.7532,1.0259,718.6435,269.0,0.7532,1.0259,718.6722,0.0028,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
843,accessories for information processing equipment,0.0575,0.0003,1,15.6333,0.0047,1.0259,718.6435,15.6333,0.0047,1.0259,718.6722,0.0003,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
844,pre-recorded recording media,0.0575,0.0,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
845,unrecorded recording media,0.0575,0.0,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
846,other recording media,0.0575,0.0002,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
847,"repair of audio-visual, photographic and information processing equipment",0.0575,0.0003,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
848,"boats, outboard motors and fitting out of boats",0.0575,0.0002,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
849,major items for games and sport,0.0575,0.0,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
850,musical instruments,0.0575,0.0003,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
851,games and hobbies,0.0575,0.0007,1,6.95,0.0049,1.0259,718.6435,6.95,0.0049,1.0259,718.6722,0.0007,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
852,toys and celebration articles,0.0575,0.0038,1,3.99,0.0152,1.0259,718.6435,3.99,0.0152,1.0259,718.6722,0.0038,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
853,equipment for sport,0.0575,0.0018,1,15.0,0.027,1.0259,718.6435,15.0,0.027,1.0259,718.6722,0.0018,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
854,garden products,0.0575,0.0009,1,9.49,0.0085,1.0259,718.6435,9.49,0.0085,1.0259,718.6722,0.0009,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
855,plants and flowers,0.0575,0.0024,1,5.99,0.0144,1.0259,718.6435,5.99,0.0144,1.0259,718.6722,0.0024,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
856,purchase of pets,0.0575,0.0006,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
857,products for pets,0.0575,0.0027,1,2.07,0.0056,1.0259,718.6435,2.07,0.0056,1.0259,718.6722,0.0027,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
858,veterinary and other services for pets,0.0575,0.0008,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
859,recreational and sporting services - attendance,0.0575,0.0022,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
860,recreational and sporting services - participation,0.0575,0.0079,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
861,"cinemas, theatres, concerts",0.0575,0.0029,1,8.1667,0.0237,1.0259,718.6435,8.1667,0.0237,1.0259,718.6722,0.0029,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
862,"museums, libraries, zoological gardens",0.0575,0.0002,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
863,"television and radio licence fees, subscriptions",0.0575,0.0071,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
864,hire of equipment and accessories for culture,0.0575,0.0,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
865,photographic services,0.0575,0.0013,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
866,fiction books,0.0575,0.0014,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
867,educational text books,0.0575,0.0017,1,3.99,0.0068,1.0259,718.6435,3.99,0.0068,1.0259,718.6722,0.0017,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
868,other non-fiction books,0.0575,0.0004,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
869,newspapers,0.0575,0.0024,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
870,magazines and periodicals,0.0575,0.0006,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
871,miscellaneous printed matter,0.0575,0.0005,1,9.95,0.005,1.0259,718.6435,9.95,0.005,1.0259,718.6722,0.0005,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
872,paper products,0.0575,0.0008,1,6.95,0.0056,1.0259,718.6435,6.95,0.0056,1.0259,718.6722,0.0008,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
873,other stationery and drawing materials,0.0575,0.0008,0,,,1.0259,718.6435,,,1.0259,718.6722,0.0,0.0249,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,2.49,76.064,0.0036,-0.0176,RECREATION AND CULTURE
